"Selected Filters: All States | All Programs"
""
"Total Funding: $9,835,080,336"
"Number of Grants: 12,702"

"Grantee Name","Grant Number","Program Name","City","State","ZIP Code","County","Congressional District","Award Fiscal Year","Award Funding"
"Affinia Healthcare","H8LCS50682","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Saint Louis","MO","63106-3454","St. Louis City","MO-01","2023","$172,152"
"Affinia Healthcare","H8FCS41504","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Saint Louis","MO","63106-3454","St. Louis City","MO01","2022","$65,500"
"Affinia Healthcare","H8DCS35937","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Saint Louis","MO","63106-3454","St. Louis City","MO-01","2020","$1,709,675"
"Affinia Healthcare","H8GCS48137","FY 2023 Expanding COVID-19 Vaccination (H8G)","SAINT LOUIS","MO","63106-3454","St. Louis City","MO01","2023","$405,850"
"Affinia Healthcare","H8ECS38150","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Saint Louis","MO","63106-3454","St. Louis City","MO-01","2020","$754,549"
"Affinia Healthcare","H8FCS41504","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Saint Louis","MO","63106-3454","St. Louis City","MO-01","2021","$10,897,250"
"Affinity Health Center","C8ECS44519","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Rock Hill","SC","29730-4205","York","SC-05","2021","$574,283"
"Affinity Health Center","H8CCS34926","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Rock Hill","SC","29730-4205","York","SC-05","2020","$62,020"
"Affinity Health Center","H8GCS48138","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Rock Hill","SC","29730-4205","York","SC-05","2023","$27,500"
"Affinity Health Center","H8GCS48138","FY 2023 Expanding COVID-19 Vaccination (H8G)","ROCK HILL","SC","29730-4205","York","SC05","2023","$119,146"
"Affinity Health Center","H8FCS40721","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Rock Hill","SC","29730-4205","York","SC05","2022","$65,500"
"Affinity Health Center","H8DCS36257","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Rock Hill","SC","29730-4205","York","SC-05","2020","$693,650"
"Affinity Health Center","H8ECS38180","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Rock Hill","SC","29730-4205","York","SC-05","2020","$199,624"
"Affinity Health Center","H8LCS50995","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Rock Hill","SC","29730-4205","York","SC-05","2023","$52,667"
"Affinity Health Center","H8FCS40721","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Rock Hill","SC","29730-4205","York","SC-05","2021","$2,380,125"
"Agape Community Health Center, Inc.","H8CCS35041","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Jacksonville","FL","32208-3021","Duval","FL-05","2020","$64,957"
"Agape Community Health Center, Inc.","H8FCS40812","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Jacksonville","FL","32208-3021","Duval","FL-05","2021","$2,456,125"
"Agape Community Health Center, Inc.","H8GCS47783","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Jacksonville","FL","32204-2410","Duval","FL-04","2023","$27,500"
"Agape Community Health Center, Inc.","H8GCS47783","FY 2023 Expanding COVID-19 Vaccination (H8G)","Jacksonville","FL","32204-2410","Duval","FL05","2023","$145,444"
"Agape Community Health Center, Inc.","H8FCS40812","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Jacksonville","FL","32208-3021","Duval","FL05","2022","$65,500"
"Agape Community Health Center, Inc.","H8DCS36016","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Jacksonville","FL","32208-3021","Duval","FL-05","2020","$759,410"
"Agape Community Health Center, Inc.","H8ECS38048","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Jacksonville","FL","32208-3021","Duval","FL-05","2020","$218,074"
"Agape Community Health Center, Inc.","H8LCS50769","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Jacksonville","FL","32204-2410","Duval","FL-04","2023","$52,448"
"Agape Community Health Center, Inc.","C8ECS43950","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Jacksonville","FL","32208-3021","Duval","FL-05","2021","$587,813"
"Aghaby Comprehensive Community Health Center","H8LCS50644","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Compton","CA","90220-3110","Los Angeles","CA-43","2023","$19,011"
"Aghaby Comprehensive Community Health Center","L1CCS39376","FY 2020 Health Center Program Look-Alikes:  Expanding Capacity for Coronavirus Testing (L1C)","Compton","CA","90220-3110","Los Angeles","CA-44","2020","$174,512"
"Aghaby Comprehensive Community Health Center","H8GCS48931","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Compton","CA","90220-3110","Los Angeles","CA-43","2023","$27,500"
"Aghaby Comprehensive Community Health Center","L2CCS42334","FY 2021 American Rescue Plan - Funding for Look-Alikes (L2C)","Compton","CA","90220-3110","Los Angeles","CA-44","2021","$1,077,250"
"AGHABY COMPREHENSIVE COMMUNITY HEALTH CENTER","H8GCS48931","FY 2023 Expanding COVID-19 Vaccination (H8G)","COMPTON","CA","90220-3110","Los Angeles","CA44","2023","$87,223"
"AGHABY COMPREHENSIVE COMMUNITY HEALTH CENTER","L2CCS42334","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (L2C)","Compton","CA","90220-3110","Los Angeles","CA44","2022","$65,500"
"Ahtna Taene Nene","H8GCS48826","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Copper Center","AK","99573","Valdez-Cordova","AK-00","2023","$27,500"
"Ahtna Taene Nene","H8LCS50606","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Copper Center","AK","99573","Valdez-Cordova","AK-00","2023","$12,589"
"Ahtna' T'Aene Nene'","L1CCS39377","FY 2020 Health Center Program Look-Alikes:  Expanding Capacity for Coronavirus Testing (L1C)","Copper Center","AK","99573","Valdez-Cordova","AK-00","2020","$114,452"
"Ahtna' T'Aene Nene'","L2CCS42320","FY 2021 American Rescue Plan - Funding for Look-Alikes (L2C)","Copper Center","AK","99573","Valdez-Cordova","AK-00","2021","$500,000"
"AHTNA' T'AENE NENE'","H8GCS48826","FY 2023 Expanding COVID-19 Vaccination (H8G)","COPPER CENTER","AK","99573","Valdez-Cordova","AK00","2023","$61,366"
"AHTNA' T'AENE NENE'","L2CCS42320","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (L2C)","Copper Center","AK","99573","Valdez-Cordova","AK00","2022","$65,500"
"Aids Action Coalition Of Huntsville","H8LCS51537","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Huntsville","AL","35801-5133","Madison","AL-05","2023","$21,697"
"Aids Action Coalition Of Huntsville","H8FCS40534","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Huntsville","AL","35801-5057","Madison","AL-05","2021","$1,295,125"
"Aids Action Coalition Of Huntsville","H8GCS47655","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Huntsville","AL","35801-5133","Madison","AL-05","2023","$27,500"
"Aids Action Coalition Of Huntsville","H8DCS35418","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Huntsville","AL","35801-5057","Madison","AL-05","2020","$568,235"
"Aids Action Coalition Of Huntsville","H8ECS38765","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Huntsville","AL","35801-5057","Madison","AL-05","2020","$148,084"
"Aids Action Coalition Of Huntsville","H8CCS34008","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Huntsville","AL","35801-5057","Madison","AL-05","2020","$54,099"
"Aids Action Coalition Of Huntsville","C8ECS44283","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Huntsville","AL","35801-5057","Madison","AL-05","2021","$536,487"
"AIDS Action Coalition of Huntsville","H8GCS47655","FY 2023 Expanding COVID-19 Vaccination (H8G)","Huntsville","AL","35801-5133","Madison","AL05","2023","$90,895"
"AIDS Action Coalition of Huntsville","H8FCS40534","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Huntsville","AL","35801-5057","Madison","AL05","2022","$65,500"
"Ajo Community Health Center","H8FCS40914","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Ajo","AZ","85321-2201","Pima","AZ-03","2021","$912,000"
"Ajo Community Health Center","H8DCS35441","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Ajo","AZ","85321-2201","Pima","AZ-03","2020","$551,000"
"Ajo Community Health Center","H8CCS34579","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Ajo","AZ","85321-2201","Pima","AZ-03","2020","$52,442"
"Ajo Community Health Center","H8ECS37818","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Ajo","AZ","85321-2201","Pima","AZ-03","2020","$139,609"
"Ajo Community Health Center","C8ECS44136","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Ajo","AZ","85321-2201","Pima","AZ-03","2021","$530,272"
"Ajo Community Health Center","H8LCS50948","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Ajo","AZ","85321-2254","Pima","AZ-07","2023","$12,323"
"AJO COMMUNITY HEALTH CENTER","H8GCS47605","FY 2023 Expanding COVID-19 Vaccination (H8G)","AJO","AZ","85321-2254","Pima","AZ03","2023","$73,768"
"AJO COMMUNITY HEALTH CENTER","H8FCS40914","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Ajo","AZ","85321-2201","Pima","AZ03","2022","$65,500"
"Alabama Primary Health Care Association Inc.","HQCCS41895","FY 2021 American Rescue Plan Funding for Health Center Controlled Networks (HQC)","Montgomery","AL","36117-8010","Montgomery","AL-02","2021","$162,500"
"Alabama Primary Health Care Association Inc.","U5FCS41828","FY 2021 American Rescue Plan Funding for State and Regional Primary Care Associations (U5F)","Montgomery","AL","36117-8010","Montgomery","AL-02","2021","$213,452"
"Alabama Regional Medical Services","H8FCS40300","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Birmingham","AL","35203-2400","Jefferson","AL-07","2021","$3,023,750"
"Alabama Regional Medical Services","H8GCS48582","FY 2023 Expanding COVID-19 Vaccination (H8G)","Birmingham","AL","35203-2400","Jefferson","AL07","2023","$122,062"
"Alabama Regional Medical Services","H8FCS40300","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Birmingham","AL","35203-2400","Jefferson","AL07","2022","$65,500"
"Alabama Regional Medical Services","H8DCS35423","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Birmingham","AL","35203-2400","Jefferson","AL-07","2020","$810,920"
"Alabama Regional Medical Services","H8GCS48582","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Birmingham","AL","35203-2400","Jefferson","AL-07","2023","$27,500"
"Alabama Regional Medical Services","H8ECS38635","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Birmingham","AL","35203-2400","Jefferson","AL-07","2020","$233,839"
"Alabama Regional Medical Services","H8CCS35008","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Birmingham","AL","35203-2400","Jefferson","AL-07","2020","$69,145"
"Alabama Regional Medical Services","C8ECS44272","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Birmingham","AL","35203-2400","Jefferson","AL-07","2021","$599,374"
"Alabama Regional Medical Services","H8LCS50559","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Birmingham","AL","35203-2400","Jefferson","AL-07","2023","$63,989"
"Alameda, County Of","H8FCS40960","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Oakland","CA","94612-3208","Alameda","CA-13","2021","$2,742,375"
"Alameda, County Of","H8LCS50844","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Oakland","CA","94612-3208","Alameda","CA-12","2023","$42,094"
"Alameda, County Of","H8GCS47711","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Oakland","CA","94612-3208","Alameda","CA-12","2023","$27,500"
"Alameda, County Of","H8DCS35523","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Oakland","CA","94612-3208","Alameda","CA-13","2020","$750,995"
"Alameda, County Of","H8CCS34248","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Oakland","CA","94612-3208","Alameda","CA-13","2020","$63,641"
"Alameda, County Of","H8ECS37730","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Oakland","CA","94612-3208","Alameda","CA-13","2020","$260,734"
"Alameda, County Of","C8ECS44537","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Oakland","CA","94612-3208","Alameda","CA-13","2021","$501,714"
"ALAMEDA, COUNTY OF","H8GCS47711","FY 2023 Expanding COVID-19 Vaccination (H8G)","OAKLAND","CA","94612-3208","Alameda","CA13","2023","$137,587"
"ALAMEDA, COUNTY OF","H8FCS40960","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Oakland","CA","94612-3208","Alameda","CA13","2022","$65,500"
"Alaska Primary Care Association, Inc.","HQCCS41860","FY 2021 American Rescue Plan Funding for Health Center Controlled Networks (HQC)","Anchorage","AK","99503-3973","Anchorage","AK-00","2021","$162,500"
"Alaska Primary Care Association, Inc.","U5FCS41824","FY 2021 American Rescue Plan Funding for State and Regional Primary Care Associations (U5F)","Anchorage","AK","99503-3973","Anchorage","AK-00","2021","$404,661"
"Albany Area Primary Health Care, Inc","H8CCS34601","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Albany","GA","31707-2983","Dougherty","GA-02","2020","$96,168"
"Albany Area Primary Health Care, Inc","H8FCS40517","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Albany","GA","31707-2983","Dougherty","GA-02","2021","$8,840,125"
"Albany Area Primary Health Care, Inc","H8GCS47968","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Albany","GA","31707-2983","Dougherty","GA-02","2023","$27,500"
"Albany Area Primary Health Care, Inc","H8DCS36064","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Albany","GA","31707-2983","Dougherty","GA-02","2020","$1,423,235"
"Albany Area Primary Health Care, Inc","H8ECS38094","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Albany","GA","31707-2983","Dougherty","GA-02","2020","$780,934"
"Albany Area Primary Health Care, Inc","H8LCS51712","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Albany","GA","31707-2983","Dougherty","GA-02","2023","$132,478"
"Albany Area Primary Health Care, Inc","C8ECS44646","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Albany","GA","31707-2983","Dougherty","GA-02","2021","$1,000,577"
"ALBANY AREA PRIMARY HEALTH CARE, INC","H8GCS47968","FY 2023 Expanding COVID-19 Vaccination (H8G)","ALBANY","GA","31707-2983","Dougherty","GA02","2023","$457,708"
"ALBANY AREA PRIMARY HEALTH CARE, INC","H8FCS40517","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Albany","GA","31707-2983","Dougherty","GA02","2022","$65,500"
"Albuquerque Health Care For Homeless","H8GCS47944","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Albuquerque","NM","87102-1529","Bernalillo","NM-01","2023","$27,500"
"Albuquerque Health Care For Homeless","H8LCS51091","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Albuquerque","NM","87102-1529","Bernalillo","NM-01","2023","$20,210"
"Albuquerque Health Care For The Homeless, Inc.","C8ECS43984","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Albuquerque","NM","87102-1529","Bernalillo","NM-01","2021","$537,774"
"Albuquerque Health Care For The Homeless, Inc.","H8CCS35113","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Albuquerque","NM","87102-1529","Bernalillo","NM-01","2020","$56,557"
"Albuquerque Health Care For The Homeless, Inc.","H8DCS36412","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Albuquerque","NM","87102-1529","Bernalillo","NM-01","2020","$613,700"
"Albuquerque Health Care For The Homeless, Inc.","H8ECS37901","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Albuquerque","NM","87102-1529","Bernalillo","NM-01","2020","$149,839"
"Albuquerque Health Care For The Homeless, Inc.","H8FCS40795","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Albuquerque","NM","87102-1529","Bernalillo","NM-01","2021","$1,257,750"
